0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00
1.700000000000000000e+01,1.000000000000000021e-03
1.800000000000000000e+01,2.000000000000000042e-03
1.900000000000000000e+01,4.000000000000000083e-03
2.000000000000000000e+01,5.000000000000000104e-03
2.100000000000000000e+01,5.499999999999999681e-03
2.200000000000000000e+01,6.000000000000000125e-03
2.300000000000000000e+01,6.499999999999999702e-03
2.400000000000000000e+01,7.000000000000000146e-03
2.500000000000000000e+01,8.000000000000000167e-03
2.600000000000000000e+01,8.999999999999999320e-03
2.700000000000000000e+01,1.200000000000000025e-02
2.800000000000000000e+01,1.549999999999999989e-02
2.900000000000000000e+01,1.750000000000000167e-02
3.000000000000000000e+01,2.199999999999999872e-02
3.100000000000000000e+01,2.100000000000000130e-02
3.200000000000000000e+01,1.899999999999999953e-02
3.300000000000000000e+01,1.000000000000000021e-02
3.400000000000000000e+01,5.000000000000000104e-03
3.500000000000000000e+01,1.000000000000000021e-03
3.600000000000000000e+01,0.000000000000000000e+00
